,DH,DZDM,Cu,Zn,Ni,Pb,Ag,Co,Mo,W,As,Sb,Bi,Hg,Au,Sn,Sum,Geo_object
16223,1473a1,9,11.9,113,30.5,35.7,0.093,13.7,0.8,4,6.9,0.44,0.18,0.0075,0.0012,2.7,227.4,QC
16224,1473b1,9,16.7,83,24.9,26.7,0.094,7.9,2.92,3.52,25.5,0.61,0.26,0.0084,0.0017,5.2,205.7,QC
16225,1473b2,9,13.4,78.6,20.4,23.9,0.102,6.3,1.2,2.72,10.3,0.46,0.17,0.0088,0.0012,2.8,169.2,QC
16226,1473c1,9,15.2,102,29.9,35.9,0.099,11.8,2.16,3.36,14.8,1.05,0.35,0.0132,0.0013,2.6,232.4,QC
16227,1473d1,9,15.5,89.2,25.6,23.7,0.099,9,1.36,3.04,13.2,0.61,0.57,0.0112,0.0016,2.3,195.4,QC
16228,1474a1,9,14.1,86.1,20.7,32.3,0.109,11.4,3.2,2.43,37.6,1.02,0.21,0.0074,0.0009,3.7,220.3,QC
16229,1479a1,9,11.9,42.5,10.9,12.9,0.058,8.2,1.84,4.92,10.8,0.31,1.6,0.0125,0.0009,6.6,125,QC
16230,1479a2,9,9.2,46.5,4.6,16,0.073,5.7,1.34,3.52,10.2,0.4,1.06,0.0125,0.001,6.3,117.4,QC
16231,1479a3,9,10.5,38.6,9.8,16.6,0.064,5.8,0.46,5.12,5,0.24,1.35,0.0107,0.0007,6.1,110.3,QC
16232,1479b1,9,9.5,33.8,9,15.6,0.055,7.9,2.14,4.92,6.6,0.24,1.09,0.0105,0.0007,6.2,107.5,QC
16233,1479b2,9,7.9,45.6,8.8,15.6,0.055,5.4,21.6,6.52,14,0.35,1.07,0.0124,0.0008,5.7,145,QC
16234,1479b3,9,11,36.5,10.3,15.1,0.066,7.9,3.26,5.84,8.7,0.27,0.66,0.0111,0.0007,5.8,116.5,QC
16235,1479c1,9,10.7,40.7,10.7,13.9,0.047,6.8,0.92,3.08,9.8,0.28,1.07,0.0141,0.001,4.8,116.9,QC
16236,1479c2,9,13,48,14.3,15.4,0.051,7.8,1.2,4.68,7.2,0.32,1.08,0.0122,0.0007,6.4,131.6,QC
16237,1480a1,9,8.9,34.8,6.9,14.3,0.238,4.9,1.24,4.92,6.4,0.31,0.59,0.0127,0.0007,4.4,100.6,QC
16238,1485a1,9,8.3,34.3,11.2,12.8,0.03,6.2,1.28,2.8,11.2,0.33,0.55,0.0069,0.0009,3.3,99.19,QC
16239,1499d1,9,12,46.8,17.6,15.9,0.071,3.5,0.64,4.24,11.9,0.44,1.25,0.0048,0.0007,5.3,124.4,QC
16240,1500a1,9,8.4,29.8,8.9,15.6,0.079,3.7,0.68,2,5,0.39,0.42,0.0051,0.0009,2.8,82.87,QC
16241,1500b1,9,14.7,64.3,16.9,20.2,0.146,5.4,2.52,5.2,13.4,0.4,1.45,0.0069,0.0007,9.4,160.9,QC
16242,1500c1,9,16.9,61.2,16.6,18.3,0.081,5,0.64,17,28.3,0.49,2.1,0.0082,0.0008,9.1,183.9,QC
16243,1500d1,9,12.9,47.9,17.2,16.9,0.092,5.4,1.04,5.6,7.5,0.36,0.91,0.0047,0.001,7,127.5,QC
16244,1501a1,9,11.7,55,20.1,18,0.122,5.2,1.68,2.88,7.5,0.41,1.07,0.0075,0.0011,6.7,137.9,QC
16245,1501b1,9,16.5,57.9,22.3,16.6,0.102,6,2.1,4.03,11.5,0.45,1.39,0.0064,0.0011,6.4,151.7,QC
16246,1501c1,9,23.5,64.3,22.3,25.2,0.122,8.1,9.84,4.04,88.8,0.73,1.66,0.0092,0.0009,9.3,267.1,QC
16247,1501d1,9,16.3,73.1,21.9,21.8,0.205,8.1,3.25,5.1,28.8,0.53,1.37,0.0091,0.0009,7.9,197.5,QC
16248,1502a1,9,10.9,49.8,12,14.4,0.086,7.8,1.65,3.51,15.1,0.39,0.82,0.006,0.0009,6,128.5,QC
16249,1502b1,9,12.8,59.8,17.4,18.8,0.118,8.8,1.54,3.78,3,0.39,0.95,0.0059,0.001,7.4,140.7,QC
16250,1502c1,9,11.5,54.6,16.6,19.9,0.092,7.6,1.05,4.61,6.7,0.34,0.57,0.006,0.001,7.6,137.2,QC
16251,1502d1,9,10,37.8,13.6,14.7,0.078,9.5,1.53,5.9,4.6,0.23,0.48,0.0043,0.001,7.7,110.4,QC
16252,1503a1,9,8.4,53.9,17.1,32.8,0.123,8.7,4.67,3.69,40.4,3.46,0.37,0.01,0.001,4.9,188.5,QC
16253,1510a1,9,13.9,53.5,21.4,15.6,0.08,6.4,0.6,12,10.3,0.47,1.38,0.0089,0.0011,8.6,153.1,QC
16254,1510b1,9,12.5,44.9,12.8,17.9,0.062,5.4,0.68,2.48,8.3,0.28,0.97,0.0061,0.0011,5.8,118.2,QC
16255,1510c1,9,11.2,41.4,14.6,19.5,0.096,6.2,0.8,5.28,5.9,0.24,1.21,0.0059,0.0009,11,123.3,QC
16256,1510d1,9,15.3,57.1,19.1,20.1,0.095,7.6,1,4.56,12,0.35,1.3,0.0071,0.001,9.8,155.4,QC
16257,1511a1,9,16.3,59,15.9,15.7,0.078,6.3,1.28,3.11,13.5,0.38,1.45,0.0065,0.0008,6.4,145.9,QC
16258,1511b1,9,16,61.4,20,14.7,0.071,7.8,9.92,6.5,27.7,0.38,1.23,0.0074,0.0009,5.8,178.9,QC
16259,1511c1,9,11.7,39.7,18.3,15.7,0.094,8.2,1.99,3.99,15.4,0.27,1.06,0.0054,0.001,5.2,127,QC
16260,1511d1,9,10,43.4,16.9,17.1,0.057,7.3,1.79,4.78,17.5,0.27,0.82,0.0068,0.001,5.2,131.9,QC
16261,1520a1,9,12.5,40.5,16,16.3,0.13,10.3,2.45,4.37,14.6,0.42,0.97,0.0083,0.0011,5.2,132,QC
16262,1520b1,9,14.7,56,16.6,19.1,0.129,9.7,2.04,5.8,20,0.49,1.59,0.01,0.0009,7.2,163.3,QC
16263,1520c1,9,8.6,33.6,15.1,13.3,0.044,6.8,1.89,4.05,9.3,0.26,1.04,0.0057,0.0012,5.3,105,QC
16264,1520d1,9,10.5,35.6,17.2,14.8,0.052,7,1.13,8,13.6,0.68,0.72,0.0082,0.0009,4.5,122,QC
16265,1521a1,9,10.9,30.4,16.1,16.4,0.055,7,0.81,3.12,9.1,0.29,1.02,0.0056,0.001,5,105.8,QC
16266,1521b1,9,10.6,34.3,15.2,15.9,0.076,9.1,1.35,4.89,9,0.36,1.08,0.0055,0.001,6.6,114,QC
16267,1521c1,9,14.2,41.5,20.4,17.9,0.06,8,0.77,4.8,11.7,0.38,1.17,0.0082,0.001,7.2,136.3,QC
16268,1521d1,9,8.2,32.7,15.8,17.8,0.071,6.7,1.12,3,11.5,0.52,1.03,0.0054,0.0009,6.7,110.5,QC
16269,1528a1,9,8.4,32.2,15.6,8.7,0.045,4.1,0.93,3.61,12.8,0.38,0.54,0.0075,0.0011,2.5,97.31,QC
16270,618d2,9,25.4,257.7,24.7,67,0.494,10.3,1.59,2.04,25.8,0.94,0.48,0.0077,0.0013,5.36,429.5,QC
16271,625a2,9,22.6,181.7,21.6,37.9,0.373,11.2,1.17,2.32,13.3,0.59,0.69,0.0077,0.0012,7.27,308.4,QC
16272,625b1,9,25.7,271.8,26.3,69.2,0.475,14.6,1.36,1.99,14.6,0.88,0.51,0.0102,0.0016,4.71,442.3,QC
16273,625b2,9,22.5,303.9,69.9,112.6,0.445,75,3.71,1.96,12.8,0.79,0.64,0.0111,0.0013,6.16,621.5,QC
16274,625c1,9,25.1,198.4,20.8,40.5,0.375,10.1,1.36,2.4,10.9,0.74,1.13,0.0086,0.0012,10.7,331.1,QC
16275,625c2,9,14.6,242,25,71.3,0.173,10.5,1.26,2.64,18.5,0.78,1.43,0.0094,0.0013,8.62,406.2,QC
16276,625d1,9,14.3,115.9,14.9,28,0.221,6.7,0.62,2.25,11.3,0.63,0.75,0.0086,0.0014,5.88,210.1,QC
16277,625d2,9,18.7,210.4,35,52.6,0.254,25.9,1.19,2.16,5.9,0.37,0.97,0.0077,0.0019,7.67,368.8,QC
16278,631b2,9,12.1,94.9,15.8,21.5,0.179,12.9,1.4,1.4,9.7,0.44,1.6,0.0086,0.0013,4.9,185.4,QC
16279,631c1,9,8.7,52.2,3.6,9.3,0.094,2.9,0.55,2.76,5.2,0.33,1.31,0.0086,0.0015,3.63,99.18,QC
16280,631d1,9,7.3,42.3,3.4,10.5,0.108,3,0.67,1.36,8,0.36,1.12,0.0077,0.0014,3.14,88.96,QC
16281,631d2,9,11.8,80.5,8.1,11.6,0.143,5.5,0.66,3.31,9.7,0.4,1.8,0.0094,0.0015,5.11,148,QC
16282,632a1,9,17.8,136.8,9.9,63.6,0.195,6.7,0.87,2.02,9.4,0.54,1.37,0.0094,0.0014,8.53,267.1,QC
16283,632a2,9,15.4,180.9,14.2,52.8,0.276,6.9,0.7,2.24,12.7,0.6,1.2,0.0094,0.0015,10.7,308,QC
16284,632b1,9,19.8,240.1,11.1,66.7,0.275,6.8,0.67,2.02,12.1,0.67,0.88,0.0102,0.0013,12.7,384,QC
16285,632b2,9,15,71.9,14.5,31.3,0.136,6.4,1.32,1.46,7.3,0.49,1.1,0.0102,0.0015,6.6,167.7,QC
16286,632c1,9,10.8,50,7.6,15.5,0.1,3.8,1.03,3.19,4,0.24,2.18,0.0086,0.0016,4.85,111.9,QC
16287,632c2,9,13.3,55.3,10.1,20.9,0.103,5.5,1.35,1.95,3.2,0.26,1.53,0.0094,0.0014,5.01,127.9,QC
16288,632d1,9,12.1,60.4,9.5,14,0.14,2.5,1.07,2.66,5.9,0.41,1.96,0.0086,0.0012,5.43,124.7,QC
16289,632d2,9,15.3,69.7,13.6,18.4,0.205,6,1.73,2.33,5.6,0.39,1.52,0.0111,0.0013,8.77,154.6,QC
16727,1043c1,13,15.8,89.5,6.1,14.7,0.052,5.9,0.6,0.8,3.4,0.74,0.2,0.0052,0.0009,2.1,145.1,IS
16728,1043c2,13,18.2,108.5,7.9,25.9,0.131,8.4,0.64,0.8,3,0.7,0.14,0.0052,0.0011,3.2,182.7,IS
16729,1043c3,13,11.2,32.5,4.5,14.3,0.076,6.8,1.36,0.72,3.7,0.69,0.25,0.007,0.0011,2.3,85.4,IS
16730,1043d1,13,9,29.8,3.6,11.5,0.072,6.6,1.8,0.48,4.1,0.26,0.2,0.0059,0.001,2.2,75.51,IS
16731,1043d2,13,8.5,28.3,5,11.6,0.055,6.3,0.6,0.4,3.3,0.28,0.13,0.0087,0.0009,1.9,75.07,IS
16732,1044a2,13,17.4,27.6,3.5,14.7,0.068,5.6,1.8,0.56,2.7,0.35,0.19,0.0078,0.001,2.2,84.47,IS
16733,1044c1,13,6.9,25.1,5.7,12.2,0.06,5.6,0.6,0.4,3.2,0.22,0.16,0.0063,0.0014,2.1,68.54,IS
16734,1044c2,13,7.2,28.6,3.8,15.3,0.055,5.5,0.68,0.64,2.7,0.39,0.1,0.0057,0.0009,2.2,72.87,IS
16735,1044c3,13,6.6,29.6,2.7,11.1,0.094,6.2,0.96,0.64,2.5,0.2,0.13,0.0075,0.0009,2,70.22,IS
16736,1044d1,13,6.8,28.5,3.9,12.4,0.048,4.8,1.78,0.56,2.3,0.25,0.1,0.0048,0.0007,1.9,68.14,IS
16737,1044d2,13,5.3,27.6,3.5,14.6,0.061,4.9,0.54,0.48,3.1,0.23,0.1,0.0057,0.0008,2.2,68.31,IS
16738,1045a1,13,5.9,26.8,3.5,9.5,0.058,5.8,0.44,0.4,2.8,0.38,0.08,0.0049,0.0007,1.4,61.96,IS
16739,1045b1,13,6.6,24.5,6.9,11.3,0.039,5.5,0.72,0.48,3,0.21,0.15,0.006,0.0009,1.7,67.1,IS
16740,1045c1,13,5.6,18.5,3.1,14.2,0.045,4,0.48,0.96,3.3,0.21,0.25,0.0058,0.001,1.6,58.05,IS
16741,1045d1,13,6.9,19.7,4.6,10.7,0.051,4.7,0.36,2.48,2.8,0.31,0.11,0.0073,0.001,2.3,62.31,IS
16742,1045d2,13,7,37.4,6.7,16.3,0.054,5.4,0.36,0.96,3.5,0.49,0.09,0.0057,0.0009,1.7,85.65,IS
16743,1046a1,13,4,18.2,2.2,18.6,0.042,4.8,0.4,0.48,2.3,0.29,0.17,0.0043,0.0009,1.6,57.38,IS
16744,1046b1,13,6.4,17,2.7,14.4,0.032,6.2,0.42,0.4,2.8,0.22,0.18,0.0055,0.0008,1.4,57.65,IS
16745,1046c1,13,3.8,19.2,2.9,10.6,0.054,5.2,0.42,0.4,2.5,0.16,0.11,0.0093,0.0008,1.7,56.34,IS
16746,1046c2,13,1.6,12.5,1.5,9.9,0.048,6.1,0.42,0.4,2.5,0.22,0.07,0.0078,0.0009,1.8,44.86,IS
16747,1046d1,13,2.7,14.4,1.5,13.1,0.036,4,0.42,0.4,1.7,0.17,0.08,0.0073,0.0008,1.2,47.01,IS
16748,1046d2,13,6.2,22,6.9,15.6,0.043,7,0.52,0.4,3.8,0.19,0.08,0.0091,0.001,1.7,73.53,IS
16749,1047b1,13,5.8,33.5,3.8,15.1,0.045,5.2,0.48,0.48,5.3,0.65,0.15,0.0101,0.0009,1.9,82.51,IS
16750,1047c1,13,6.8,27,7.8,15.9,0.049,6.6,0.76,0.48,3.4,0.27,0.06,0.0041,0.0008,1.8,75.02,IS
16751,1047d1,13,10.2,47.8,2.5,16.1,0.045,6.3,0.4,0.4,3.2,0.52,0.06,0.005,0.0008,1.7,94.23,IS
16752,1047d2,13,7.1,28.3,9.3,16,0.051,5.7,0.72,0.48,4.1,0.3,0.04,0.0044,0.0009,1.8,78.29,IS
16753,1048b1,13,5.9,28.1,6.5,15.2,0.045,5.3,0.44,0.4,3.6,0.35,0.03,0.004,0.0009,1.7,71.57,IS
16754,1048c1,13,36.8,29.3,5.8,14.2,0.048,4.5,0.52,1.6,3.3,0.45,2.77,0.0075,0.0007,2.1,108.9,IS
16755,1048d1,13,5.2,23.1,6,17.9,0.059,6.2,2.84,1.44,3,0.17,0.19,0.0067,0.0008,2,74.8,IS
16756,1048d2,13,7.4,36.3,6.8,15.2,0.035,8.6,11.9,0.48,4.1,0.27,0.38,0.0074,0.0008,3.2,102.1,IS
16757,1049c1,13,10.8,50.3,11.6,16.4,0.052,2.4,0.6,0.44,2.6,0.36,0.05,0.004,0.0011,1.7,101.3,IS
16758,1049d1,13,11.2,51.8,13.5,13.9,0.045,4.1,0.5,0.45,3.2,0.48,0.06,0.0043,0.0014,1.5,105,IS
16759,1057b1,13,8.6,39.9,3.8,13.3,0.091,7.5,0.8,0.48,3,0.31,0.17,0.005,0.001,1.6,84.55,IS
16760,1057c2,13,17.7,133,6.2,19.4,0.079,7.1,0.56,0.64,3.7,1.57,0.15,0.0059,0.001,1.8,197.8,IS
16761,1057d1,13,10,42.1,7.4,13.8,0.074,6.9,0.92,0.64,3.3,0.62,0.28,0.0047,0.0013,1.6,92.34,IS
16762,1057d2,13,9.4,36,7.2,14.7,0.077,7.6,1.24,0.8,3.5,0.39,0.23,0.0043,0.0007,2.1,87.54,IS
16763,1057d3,13,8.5,165.3,4.6,31.7,0.173,6.2,0.64,0.4,3.2,0.42,0.17,0.0041,0.001,1.7,227.1,IS
16764,1058a1,13,12.6,38.8,5.8,13.2,0.051,4.8,2.2,0.96,3.7,0.52,0.22,0.0049,0.0011,1.8,89.55,IS
